ticker,form,updated_utc,recency_min,gapper_score,value_score,moat_score,insider_signal_score,risk_flags,market_flags,tags,items,price,avg_vol_3m,market_cap,link
ORC,DEFA14A,2026-04-27T06:18:20-04:00,762,4,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1518621/000143774926013360/0001437749-26-013360-index.htm
FMC,DEFA14A,2026-04-27T06:15:01-04:00,765,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/37785/000095010326006189/0000950103-26-006189-index.htm
FTRE,DEFA14A,2026-04-27T06:13:22-04:00,767,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1965040/000119312526178735/0001193125-26-178735-index.htm
DPZ,10-Q,2026-04-27T06:09:39-04:00,771,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1286681/000128668126000025/0001286681-26-000025-index.htm
RYM,DEFA14A,2026-04-27T06:06:05-04:00,774,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1800637/000121390026047685/0001213900-26-047685-index.htm
MAIA,DEFA14A,2026-04-27T06:05:19-04:00,775,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1878313/000149315226019015/0001493152-26-019015-index.htm
NCRRP,DEFA14A,2026-04-27T06:05:31-04:00,775,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/70866/000114036126016814/0001140361-26-016814-index.htm
UCTT,DEF 14A,2026-04-27T06:05:44-04:00,775,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1275014/000114036126016813/0001140361-26-016813-index.htm
SKYT,DEFA14A,2026-04-27T06:04:18-04:00,776,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1819974/000114036126016810/0001140361-26-016810-index.htm
GTBIF,DEF 14A,2026-04-27T06:01:54-04:00,778,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1795139/000119312526178679/0001193125-26-178679-index.htm
MTVA,DEF 14A,2026-04-27T06:02:26-04:00,778,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1638287/000114036126016802/0001140361-26-016802-index.htm
SWKS,DEFA14A,2026-04-27T06:01:38-04:00,779,3,6,0,0,,no_market_data,+cash flow;+free cash flow,,,,,https://www.sec.gov/Archives/edgar/data/4127/000110465926048820/0001104659-26-048820-index.htm
SYRA,10-K,2026-04-24T21:55:45-04:00,4145,0,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1922335/000149315226019010/0001493152-26-019010-index.htm
LADR,10-Q,2026-04-24T20:11:52-04:00,4249,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1577670/000157767026000026/0001577670-26-000026-index.htm
TOPS,F-1,2026-04-24T20:03:54-04:00,4256,-1,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1296484/000117184326002711/0001171843-26-002711-index.htm
ZOMDF,DEF 14A,2026-04-24T19:52:50-04:00,4268,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1684144/000165495426003929/0001654954-26-003929-index.htm
EONR-WT,10-K,2026-04-24T19:35:02-04:00,4285,2,3,0,0,,no_market_data,+cash flow,,,,,https://www.sec.gov/Archives/edgar/data/1842556/000121390026047665/0001213900-26-047665-index.htm
CTAS,S-4,2026-04-24T19:18:18-04:00,4302,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/723254/000114036126016785/0001140361-26-016785-index.htm
UAMY,DEFA14A,2026-04-24T17:37:46-04:00,4403,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/101538/000114036126016778/0001140361-26-016778-index.htm
EXPI,DEFA14A,2026-04-24T17:29:41-04:00,4411,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1495932/000110465926048734/0001104659-26-048734-index.htm
FPH,10-Q,2026-04-24T17:29:33-04:00,4411,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1574197/000157419726000020/0001574197-26-000020-index.htm
DSX-WT,DFAN14A,2026-04-24T17:27:17-04:00,4413,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1318885/000091957426002407/0000919574-26-002407-index.htm
HLX,10-Q,2026-04-24T17:25:13-04:00,4415,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/866829/000086682926000013/0000866829-26-000013-index.htm
TDY,10-Q,2026-04-24T17:23:43-04:00,4417,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1094285/000109428526000030/0001094285-26-000030-index.htm
HCSG,10-Q,2026-04-24T17:20:28-04:00,4420,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/731012/000073101226000031/0000731012-26-000031-index.htm
XOSW,PRE 14A,2026-04-24T17:20:50-04:00,4420,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1819493/000181949326000015/0001819493-26-000015-index.htm
XBIO,10-K,2026-04-24T17:15:17-04:00,4425,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1534525/000168316826003207/0001683168-26-003207-index.htm
COEP,25,2026-04-24T17:07:56-04:00,4432,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1759186/000135445726000370/0001354457-26-000370-index.htm
WGRX,10-K,2026-04-24T17:03:04-04:00,4437,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2030763/000149315226018958/0001493152-26-018958-index.htm
PSKY,10-K,2026-04-24T17:02:08-04:00,4438,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2041610/000114036126016758/0001140361-26-016758-index.htm
CELZ,10-K,2026-04-24T16:45:24-04:00,4455,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1187953/000147793226002534/0001477932-26-002534-index.htm
PECO,10-Q,2026-04-24T16:43:59-04:00,4456,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1476204/000147620426000024/0001476204-26-000024-index.htm
RLYB,S-4,2026-04-24T16:38:43-04:00,4462,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1739410/000119312526177461/0001193125-26-177461-index.htm
HTH,10-Q,2026-04-24T16:32:21-04:00,4468,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1265131/000110465926048628/0001104659-26-048628-index.htm
RANG,PRE 14A,2026-04-24T16:30:34-04:00,4470,-1,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/2035644/000119312526177414/0001193125-26-177414-index.htm
XAIR,PRE 14A,2026-04-24T16:30:11-04:00,4470,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1641631/000149315226018929/0001493152-26-018929-index.htm
WLTH,10-K,2026-04-24T16:25:51-04:00,4475,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1524566/000162828026027232/0001628280-26-027232-index.htm
SNTW,10-K,2026-04-24T16:21:11-04:00,4479,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1619096/000109181826000053/0001091818-26-000053-index.htm
WKC,10-Q,2026-04-24T16:21:14-04:00,4479,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/789460/000078946026000028/0000789460-26-000028-index.htm
MTH,10-Q,2026-04-24T16:20:05-04:00,4480,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/833079/000083307926000105/0000833079-26-000105-index.htm
BKR,10-Q,2026-04-24T16:16:30-04:00,4484,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1701605/000170160526000014/0001701605-26-000014-index.htm
DXST,F-3,2026-04-24T16:15:51-04:00,4485,-1,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1958133/000118518526001500/0001185185-26-001500-index.htm
JUSHF,PRE 14A,2026-04-24T16:15:22-04:00,4485,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1909747/000162828026027212/0001628280-26-027212-index.htm
PG,10-Q,2026-04-24T16:14:30-04:00,4486,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/80424/000008042426000060/0000080424-26-000060-index.htm
EBON,F-3,2026-04-24T16:11:28-04:00,4489,-1,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1799290/000121390026047531/0001213900-26-047531-index.htm
EP-PC,10-Q,2026-04-24T16:09:36-04:00,4491,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1506307/000150630726000035/0001506307-26-000035-index.htm
JAZZ,10-K,2026-04-24T16:09:04-04:00,4491,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1232524/000162828026027205/0001628280-26-027205-index.htm
QS,10-Q,2026-04-24T16:07:22-04:00,4493,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1811414/000119312526177161/0001193125-26-177161-index.htm
FBIZ,10-Q,2026-04-24T16:06:05-04:00,4494,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1521951/000119312526177139/0001193125-26-177139-index.htm
LVS,10-Q,2026-04-24T16:06:38-04:00,4494,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1300514/000130051426000046/0001300514-26-000046-index.htm
WU,10-Q,2026-04-24T16:06:28-04:00,4494,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1365135/000119312526177151/0001193125-26-177151-index.htm
CTRA,10-K,2026-04-24T16:05:39-04:00,4495,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/858470/000085847026000078/0000858470-26-000078-index.htm
WBS-PG,10-K,2026-04-24T16:03:05-04:00,4497,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/801337/000080133726000011/0000801337-26-000011-index.htm
SKYW,10-Q,2026-04-24T16:02:43-04:00,4498,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/793733/000110465926048542/0001104659-26-048542-index.htm
CSL,10-Q,2026-04-24T14:45:55-04:00,4574,-1,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/790051/000079005126000017/0000790051-26-000017-index.htm
FR,10-Q,2026-04-24T14:43:00-04:00,4577,-1,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/921825/000092182526000054/0000921825-26-000054-index.htm
RLI,10-Q,2026-04-24T14:34:34-04:00,4586,-1,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/84246/000110465926048474/0001104659-26-048474-index.htm
SIGIP,10-Q,2026-04-24T13:50:09-04:00,4630,-1,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/230557/000023055726000011/0000230557-26-000011-index.htm
PRIF-PK,25,2026-04-24T13:35:02-04:00,4645,-1,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1554625/000087666126000357/0000876661-26-000357-index.htm
FCFS,10-Q,2026-04-24T13:30:14-04:00,4650,-1,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/840489/000084048926000049/0000840489-26-000049-index.htm
APOG,10-K,2026-04-24T13:21:51-04:00,4659,-1,0,0,0,,est_mcap_from_sec_shares;thin_volume,,,37.4400,252590,794504393,https://www.sec.gov/Archives/edgar/data/6845/000000684526000023/0000006845-26-000023-index.htm
NDAQ,10-Q,2026-04-24T13:03:40-04:00,4677,-1,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1120193/000162828026027105/0001628280-26-027105-index.htm
NAAS,F-1,2026-04-24T11:44:26-04:00,4756,-3,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1712178/000118518526001481/0001185185-26-001481-index.htm
HAL,10-Q,2026-04-24T11:40:10-04:00,4760,0,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/45012/000004501226000039/0000045012-26-000039-index.htm
MHO,10-Q,2026-04-24T11:12:36-04:00,4788,0,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/799292/000079929226000017/0000799292-26-000017-index.htm
MOG-B,10-Q,2026-04-24T11:08:11-04:00,4792,0,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/67887/000162828026027064/0001628280-26-027064-index.htm
NSC,10-Q,2026-04-24T10:36:30-04:00,4824,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/702165/000162828026027051/0001628280-26-027051-index.htm
BOXL,PRE 14A,2026-04-24T10:29:41-04:00,4831,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1624512/000121390026047325/0001213900-26-047325-index.htm
MANH,10-Q,2026-04-24T10:08:49-04:00,4852,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1056696/000119312526175715/0001193125-26-175715-index.htm
TXN,10-Q,2026-04-24T09:34:09-04:00,4886,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/97476/000009747626000101/0000097476-26-000101-index.htm
TEL,10-Q,2026-04-24T08:06:10-04:00,4974,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1385157/000110465926048160/0001104659-26-048160-index.htm
DOW,10-Q,2026-04-24T07:30:32-04:00,5010,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1751788/000175178826000134/0001751788-26-000134-index.htm
CHTR,10-Q,2026-04-24T07:01:44-04:00,5039,-2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1091667/000109166726000028/0001091667-26-000028-index.htm
SSTK,10-K,2026-04-24T06:52:26-04:00,5048,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1549346/000154934626000018/0001549346-26-000018-index.htm
GNK,PREC14A,2026-04-24T06:27:57-04:00,5072,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1326200/000114036126016549/0001140361-26-016549-index.htm
MCW,SC 13E3,2026-04-24T06:19:04-04:00,5081,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1853513/000119312526174877/0001193125-26-174877-index.htm
MNDR,F-1,2026-04-23T21:58:50-04:00,5582,-3,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1976695/000149315226018824/0001493152-26-018824-index.htm
RIBB,10-K,2026-04-23T21:19:12-04:00,5621,0,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/2035016/000121390026047214/0001213900-26-047214-index.htm
FAF,10-Q,2026-04-23T18:30:25-04:00,5790,0,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1472787/000119312526174195/0001193125-26-174195-index.htm
ENVA,10-Q,2026-04-23T17:15:39-04:00,5865,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1529864/000119312526174021/0001193125-26-174021-index.htm
SPRU,10-K,2026-04-23T17:15:01-04:00,5865,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1772720/000162828026026907/0001628280-26-026907-index.htm
OII,10-Q,2026-04-23T17:13:10-04:00,5867,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/73756/000007375626000082/0000073756-26-000082-index.htm
IQST,10-K,2026-04-23T17:09:47-04:00,5871,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1527702/000166357726000112/0001663577-26-000112-index.htm
NEE-PV,10-Q,2026-04-23T16:52:23-04:00,5888,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/753308/000075330826000031/0000753308-26-000031-index.htm
KALU,10-Q,2026-04-23T16:44:11-04:00,5896,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/811596/000119312526173882/0001193125-26-173882-index.htm
CBRE,10-Q,2026-04-23T16:39:40-04:00,5901,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1138118/000113811826000015/0001138118-26-000015-index.htm
ROL,10-Q,2026-04-23T16:34:15-04:00,5906,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/84839/000008483926000022/0000084839-26-000022-index.htm
VRSN,10-Q,2026-04-23T16:32:34-04:00,5908,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1014473/000101447326000020/0001014473-26-000020-index.htm
NEMCL,10-Q,2026-04-23T16:31:21-04:00,5909,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1164727/000116472726000019/0001164727-26-000019-index.htm
LBRT,10-Q,2026-04-23T16:26:49-04:00,5914,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1694028/000169402826000023/0001694028-26-000023-index.htm
ERIE,10-Q,2026-04-23T16:25:34-04:00,5915,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/922621/000162828026026866/0001628280-26-026866-index.htm
LUV,10-Q,2026-04-23T16:25:10-04:00,5915,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/92380/000009238026000047/0000092380-26-000047-index.htm
GLPI,10-Q,2026-04-23T16:18:17-04:00,5922,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1575965/000157596526000048/0001575965-26-000048-index.htm
MCO,10-Q,2026-04-23T16:17:18-04:00,5923,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1059556/000162828026026848/0001628280-26-026848-index.htm
ZBAO,F-1,2026-04-23T16:16:55-04:00,5923,-1,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/1966750/000121390026047092/0001213900-26-047092-index.htm
MBLY,10-Q,2026-04-23T16:16:09-04:00,5924,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1910139/000110465926047712/0001104659-26-047712-index.htm
R,10-Q,2026-04-23T16:16:19-04:00,5924,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/85961/000162828026026847/0001628280-26-026847-index.htm
SLSN,10-K,2026-04-23T16:13:59-04:00,5926,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/883107/000199937126008861/0001999371-26-008861-index.htm
SYF-PB,10-Q,2026-04-23T16:14:32-04:00,5926,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1601712/000160171226000016/0001601712-26-000016-index.htm
KNSL,10-Q,2026-04-23T16:13:00-04:00,5927,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1669162/000166916226000026/0001669162-26-000026-index.htm
OTIS,10-Q,2026-04-23T16:12:15-04:00,5928,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1781335/000178133526000075/0001781335-26-000075-index.htm
WST,10-Q,2026-04-23T16:12:02-04:00,5928,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/105770/000010577026000049/0000105770-26-000049-index.htm
LMT,10-Q,2026-04-23T16:09:05-04:00,5931,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/936468/000162828026026836/0001628280-26-026836-index.htm
HIG-PG,10-Q,2026-04-23T16:07:30-04:00,5933,3,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/874766/000087476626000037/0000874766-26-000037-index.htm
FIX,10-Q,2026-04-23T16:06:53-04:00,5934,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1035983/000110465926047689/0001104659-26-047689-index.htm
OPTHF,F-1,2026-04-23T16:06:00-04:00,5934,-1,-3,0,0,offering,no_market_data,-offering,,,,,https://www.sec.gov/Archives/edgar/data/2027329/000119312526173667/0001193125-26-173667-index.htm
CP,10-K,2026-04-23T16:05:47-04:00,5935,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/16875/000119312526173665/0001193125-26-173665-index.htm
LRCX,10-Q,2026-04-23T16:05:20-04:00,5935,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/707549/000070754926000022/0000707549-26-000022-index.htm
PHM,10-Q,2026-04-23T16:04:05-04:00,5936,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/822416/000082241626000023/0000822416-26-000023-index.htm
MEDP,10-Q,2026-04-23T16:03:37-04:00,5937,2,0,0,0,,no_market_data,,,,,,https://www.sec.gov/Archives/edgar/data/1668397/000166839726000019/0001668397-26-000019-index.htm
