kind,ticker,name,form,filed,period,accession,captured_at
atm_offering,RENT,"Rent the Runway, Inc.  (RENT)  (CIK 0001468327)",8-K,2026-04-15,2026-04-15,0000950103-26-005727:dp245184_8k.htm,2026-04-27T22:51:04Z
atm_offering,TLRY,"Tilray Brands, Inc.  (TLRY)  (CIK 0001731348)",8-K,2026-04-15,2026-04-15,0001140361-26-014692:ny20066669x2_8k.htm,2026-04-27T22:51:04Z
rights_offering,VREOF,Vireo Growth Inc.  (VREOF)  (CIK 0001771706),8-K,2026-04-14,2026-04-08,0001104659-26-043175:tm2611658d1_ex4-1.htm,2026-04-27T22:51:04Z
rights_offering,,"ACP Holdings Acquisition Corp.  (ACGC, ACGCU)  (CIK 0002111542)",8-K,2026-04-14,2026-04-08,0001213900-26-043633:ea028619601ex99-1.htm,2026-04-27T22:51:04Z
rights_offering,VREOF,Vireo Growth Inc.  (VREOF)  (CIK 0001771706),8-K,2026-04-14,2026-04-08,0001104659-26-043175:tm2611658d1_ex2-1.htm,2026-04-27T22:51:04Z
rights_offering,LCID,"Lucid Group, Inc.  (LCID)  (CIK 0001811210)",8-K,2026-04-14,2026-04-14,0001104659-26-042847:tm2611666d2_ex10-2.htm,2026-04-27T22:51:04Z
rights_offering,CMRC,"Commerce.com, Inc.  (CMRC)  (CIK 0001626450)",8-K,2026-04-14,2026-04-13,0001193125-26-154879:d565968dex41.htm,2026-04-27T22:51:04Z
private_placement,MYX,Maywood Acquisition Corp. 2  (MYX)  (CIK 0002080087),8-K,2026-04-14,2026-04-13,0001477932-26-002212:mayau_ex104.htm,2026-04-27T22:51:04Z
private_placement,LCID,"Lucid Group, Inc.  (LCID)  (CIK 0001811210)",8-K,2026-04-14,2026-04-14,0001104659-26-042847:tm2611666d2_8k.htm,2026-04-27T22:51:04Z
private_placement,,"Apogee Acquisition Corp  (AACP, AACPU)  (CIK 0002102123)",8-K,2026-04-14,2026-04-08,0001213900-26-043615:ea028584501ex99-1.htm,2026-04-27T22:51:04Z
private_placement,,"ACP Holdings Acquisition Corp.  (ACGC, ACGCU)  (CIK 0002111542)",8-K,2026-04-14,2026-04-08,0001213900-26-043633:ea028619601ex99-1.htm,2026-04-27T22:51:04Z
private_placement,GRTX,"Galera Therapeutics, Inc.  (GRTX)  (CIK 0001563577)",8-K,2026-04-14,2026-04-14,0001193125-26-154009:d124753dex991.htm,2026-04-27T22:51:04Z
private_placement,,"ACP Holdings Acquisition Corp.  (ACGC, ACGCU)  (CIK 0002111542)",8-K,2026-04-14,2026-04-08,0001213900-26-043633:ea0286196-8k_acphold.htm,2026-04-27T22:51:04Z
private_placement,,"Haymaker Acquisition Corp. 4  (HYAC, HYAC-UN, HYAC-WT)  (CIK 0001970509)",8-K,2026-04-14,2026-04-08,0001104659-26-043241:tm2611641d1_ex4-2.htm,2026-04-27T22:51:04Z
private_placement,,"Apogee Acquisition Corp  (AACP, AACPU)  (CIK 0002102123)",8-K,2026-04-14,2026-04-08,0001213900-26-043615:ea0285845-8k_apogee.htm,2026-04-27T22:51:04Z
private_placement,RMIX,"Suncrete, Inc.  (RMIX)  (CIK 0002094433)",8-K,2026-04-14,2026-04-08,0001104659-26-043237:tm2611641d1_ex4-2.htm,2026-04-27T22:51:04Z
private_placement,MYX,Maywood Acquisition Corp. 2  (MYX)  (CIK 0002080087),8-K,2026-04-14,2026-04-13,0001477932-26-002212:mayau_ex101.htm,2026-04-27T22:51:04Z
private_placement,MYX,Maywood Acquisition Corp. 2  (MYX)  (CIK 0002080087),8-K,2026-04-14,2026-04-13,0001477932-26-002212:mayau_ex103.htm,2026-04-27T22:51:04Z
pipe_financing,GRTX,"Galera Therapeutics, Inc.  (GRTX)  (CIK 0001563577)",8-K,2026-04-14,2026-04-14,0001193125-26-154009:d124753d8k.htm,2026-04-27T22:51:04Z
pipe_financing,GRTX,"Galera Therapeutics, Inc.  (GRTX)  (CIK 0001563577)",8-K,2026-04-14,2026-04-14,0001193125-26-154009:d124753dex103.htm,2026-04-27T22:51:04Z
pipe_financing,GRTX,"Galera Therapeutics, Inc.  (GRTX)  (CIK 0001563577)",8-K,2026-04-14,2026-04-14,0001193125-26-154009:d124753dex21.htm,2026-04-27T22:51:04Z
pipe_financing,,"Haymaker Acquisition Corp. 4  (HYAC, HYAC-UN, HYAC-WT)  (CIK 0001970509)",8-K,2026-04-14,2026-04-08,0001104659-26-043241:tm2611641d1_ex99-2.htm,2026-04-27T22:51:04Z
pipe_financing,OMEX,ODYSSEY MARINE EXPLORATION INC  (OMEX)  (CIK 0000798528),8-K,2026-04-14,2026-04-08,0001193125-26-155059:d140400dex991.htm,2026-04-27T22:51:04Z
pipe_financing,RMIX,"Suncrete, Inc.  (RMIX)  (CIK 0002094433)",8-K,2026-04-14,2026-04-08,0001104659-26-043237:tm2611641d1_ex99-2.htm,2026-04-27T22:51:04Z
convertible_notes,CRWV,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",8-K,2026-04-14,2026-04-09,0001769628-26-000164:crwv-20260409.htm,2026-04-27T22:51:04Z
convertible_notes,CRWV,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",8-K,2026-04-14,2026-04-09,0001769628-26-000164:ex102.htm,2026-04-27T22:51:04Z
convertible_notes,ARAI,Arrive AI Inc.  (ARAI)  (CIK 0001818274),8-K,2026-04-14,2026-04-10,0001493152-26-016556:form8-k.htm,2026-04-27T22:51:04Z
convertible_notes,HLF,HERBALIFE LTD.  (HLF)  (CIK 0001180262),8-K,2026-04-14,2026-04-14,0001213900-26-043269:ea027919101ex99-2.htm,2026-04-27T22:51:04Z
convertible_notes,WULF,TERAWULF INC.  (WULF)  (CIK 0001083301),8-K,2026-04-14,2026-04-14,0001104659-26-043279:tm2611661d4_ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,CRWV,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",8-K,2026-04-14,2026-04-09,0001769628-26-000164:ex101.htm,2026-04-27T22:51:04Z
convertible_notes,HLF,HERBALIFE LTD.  (HLF)  (CIK 0001180262),8-K,2026-04-14,2026-04-14,0001213900-26-043269:ea027919101ex99-1.htm,2026-04-27T22:51:04Z
atm_offering,,"CareCloud, Inc.  (CCLD, CCLDO)  (CIK 0001582982)",8-K,2026-04-14,2026-04-13,0001493152-26-016464:form8-k.htm,2026-04-27T22:51:04Z
atm_offering,,"CareCloud, Inc.  (CCLD, CCLDO)  (CIK 0001582982)",8-K,2026-04-14,2026-04-13,0001493152-26-016464:ex10-13.htm,2026-04-27T22:51:04Z
atm_offering,ADTX,"Aditxt, Inc.  (ADTX)  (CIK 0001726711)",8-K,2026-04-14,2026-04-10,0001213900-26-043227:ea0286168-8k_aditxt.htm,2026-04-27T22:51:04Z
atm_offering,GOAI,Eva Live Inc  (GOAI)  (CIK 0001983736),8-K,2026-04-14,2026-04-14,0001493152-26-016597:ex5-1.htm,2026-04-27T22:51:04Z
atm_offering,,"CareCloud, Inc.  (CCLD, CCLDO)  (CIK 0001582982)",8-K,2026-04-14,2026-04-13,0001493152-26-016464:ex5-1.htm,2026-04-27T22:51:04Z
atm_offering,GOAI,Eva Live Inc  (GOAI)  (CIK 0001983736),8-K,2026-04-14,2026-04-14,0001493152-26-016597:form8-k.htm,2026-04-27T22:51:04Z
atm_offering,GOAI,Eva Live Inc  (GOAI)  (CIK 0001983736),8-K,2026-04-14,2026-04-14,0001493152-26-016597:ex10-1.htm,2026-04-27T22:51:04Z
atm_offering,ADTX,"Aditxt, Inc.  (ADTX)  (CIK 0001726711)",8-K,2026-04-14,2026-04-10,0001213900-26-043227:ea028616801ex10-1.htm,2026-04-27T22:51:04Z
accel_buyback,ACI,"Albertsons Companies, Inc.  (ACI)  (CIK 0001646972)",8-K,2026-04-14,2026-04-14,0001646972-26-000028:aciq425earningsrelease.htm,2026-04-27T22:51:04Z
accel_buyback,CRWV,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",8-K,2026-04-14,2026-04-09,0001769628-26-000164:ex43.htm,2026-04-27T22:51:04Z
private_placement,IMA,"ImageneBio, Inc.  (IMA)  (CIK 0001835579)",8-K,2026-04-13,2026-04-12,0001193125-26-151942:d143873d8k.htm,2026-04-27T22:51:04Z
convertible_notes,NWTG,"Newton Golf Company, Inc.  (NWTG)  (CIK 0001934245)",8-K,2026-04-13,2026-04-07,0001493152-26-016361:form8-k.htm,2026-04-27T22:51:04Z
convertible_notes,,"Wheeler Real Estate Investment Trust, Inc.  (WHLR, WHLRD, WHLRL, WHLRP)  (CIK 00",8-K,2026-04-13,2026-04-13,0001527541-26-000100:whlr-20260413.htm,2026-04-27T22:51:04Z
convertible_notes,ASPI,ASP Isotopes Inc.  (ASPI)  (CIK 0001921865),8-K,2026-04-13,2026-04-13,0001477932-26-002140:aspi_ex991.htm,2026-04-27T22:51:04Z
atm_offering,,"Strategy Inc  (MSTR, STRC, STRD, STRF, STRK)  (CIK 0001050446)",8-K,2026-04-13,2026-04-13,0001193125-26-152015:mstr-20260223.htm,2026-04-27T22:51:04Z
atm_offering,SOWG,Sow Good Inc.  (SOWG)  (CIK 0001490161),8-K,2026-04-13,2026-04-07,0001829126-26-003422:sowgood_8k.htm,2026-04-27T22:51:04Z
atm_offering,SYRE,"Spyre Therapeutics, Inc.  (SYRE)  (CIK 0001636282)",8-K,2026-04-13,2026-04-13,0001628280-26-024906:syre-20260413.htm,2026-04-27T22:51:04Z
atm_offering,SOWG,Sow Good Inc.  (SOWG)  (CIK 0001490161),8-K,2026-04-13,2026-04-07,0001829126-26-003422:sowgood_ex1-1.htm,2026-04-27T22:51:04Z
rights_offering,AACP,Apogee Acquisition Corp  (AACP)  (CIK 0002102123),8-K,2026-04-10,2026-04-06,0001213900-26-042549:ea028578101ex4-1.htm,2026-04-27T22:51:04Z
rights_offering,ACGC,ACP Holdings Acquisition Corp.  (ACGC)  (CIK 0002111542),8-K,2026-04-10,2026-04-06,0001213900-26-042564:ea028576101ex4-1.htm,2026-04-27T22:51:04Z
private_placement,ACGC,ACP Holdings Acquisition Corp.  (ACGC)  (CIK 0002111542),8-K,2026-04-10,2026-04-06,0001213900-26-042564:ea028576101ex10-4.htm,2026-04-27T22:51:04Z
private_placement,AACP,Apogee Acquisition Corp  (AACP)  (CIK 0002102123),8-K,2026-04-10,2026-04-06,0001213900-26-042549:ea028578101ex10-1.htm,2026-04-27T22:51:04Z
private_placement,ACGC,ACP Holdings Acquisition Corp.  (ACGC)  (CIK 0002111542),8-K,2026-04-10,2026-04-06,0001213900-26-042564:ea0285761-8k_acphold.htm,2026-04-27T22:51:04Z
private_placement,SPIR,"Spire Global, Inc.  (SPIR)  (CIK 0001816017)",8-K,2026-04-10,2026-04-08,0001193125-26-151231:spir-ex99_1.htm,2026-04-27T22:51:04Z
private_placement,AACP,Apogee Acquisition Corp  (AACP)  (CIK 0002102123),8-K,2026-04-10,2026-04-06,0001213900-26-042549:ea028578101ex10-3.htm,2026-04-27T22:51:04Z
private_placement,AACP,Apogee Acquisition Corp  (AACP)  (CIK 0002102123),8-K,2026-04-10,2026-04-06,0001213900-26-042549:ea0285781-8k_apogee.htm,2026-04-27T22:51:04Z
private_placement,SPIR,"Spire Global, Inc.  (SPIR)  (CIK 0001816017)",8-K,2026-04-10,2026-04-08,0001193125-26-151231:spir-20260408.htm,2026-04-27T22:51:04Z
private_placement,ACGC,ACP Holdings Acquisition Corp.  (ACGC)  (CIK 0002111542),8-K,2026-04-10,2026-04-06,0001213900-26-042564:ea028576101ex4-1.htm,2026-04-27T22:51:04Z
private_placement,AACP,Apogee Acquisition Corp  (AACP)  (CIK 0002102123),8-K,2026-04-10,2026-04-06,0001213900-26-042549:ea028578101ex4-1.htm,2026-04-27T22:51:04Z
private_placement,ACGC,ACP Holdings Acquisition Corp.  (ACGC)  (CIK 0002111542),8-K,2026-04-10,2026-04-06,0001213900-26-042564:ea028576101ex99-2.htm,2026-04-27T22:51:04Z
private_placement,RENX,RenX Enterprises Corp.  (RENX)  (CIK 0001959023),8-K,2026-04-10,2026-04-08,0001213900-26-042583:ea0285738-8k_renx.htm,2026-04-27T22:51:04Z
private_placement,ACGC,ACP Holdings Acquisition Corp.  (ACGC)  (CIK 0002111542),8-K,2026-04-10,2026-04-06,0001213900-26-042564:ea028576101ex10-1.htm,2026-04-27T22:51:04Z
private_placement,ACGC,ACP Holdings Acquisition Corp.  (ACGC)  (CIK 0002111542),8-K,2026-04-10,2026-04-06,0001213900-26-042564:ea028576101ex10-3.htm,2026-04-27T22:51:04Z
convertible_notes,IQST,iQSTEL Inc  (IQST)  (CIK 0001527702),8-K,2026-04-10,2026-04-06,0001663577-26-000100:ex99_3.htm,2026-04-27T22:51:04Z
convertible_notes,IQST,iQSTEL Inc  (IQST)  (CIK 0001527702),8-K,2026-04-10,2026-04-06,0001663577-26-000100:ex99_1.htm,2026-04-27T22:51:04Z
atm_offering,MBOT,Microbot Medical Inc.  (MBOT)  (CIK 0000883975),8-K,2026-04-10,2026-04-10,0001493152-26-016198:form8-k.htm,2026-04-27T22:51:04Z
atm_offering,WYY,WIDEPOINT CORP  (WYY)  (CIK 0001034760),8-K,2026-04-10,2026-04-10,0001654954-26-003410:wyy_8k.htm,2026-04-27T22:51:04Z
atm_offering,,"U.S. GoldMining Inc.  (USGO, USGOW)  (CIK 0001947244)",8-K,2026-04-10,2026-04-10,0001437749-26-012070:ex_944300.htm,2026-04-27T22:51:04Z
atm_offering,WYY,WIDEPOINT CORP  (WYY)  (CIK 0001034760),8-K,2026-04-10,2026-04-10,0001654954-26-003410:wyy_ex51.htm,2026-04-27T22:51:04Z
atm_offering,NTHI,"NEONC TECHNOLOGIES HOLDINGS, INC.  (NTHI)  (CIK 0001979414)",8-K,2026-04-10,2026-04-10,0001829126-26-003401:neonctechnologies_8k.htm,2026-04-27T22:51:04Z
atm_offering,WYY,WIDEPOINT CORP  (WYY)  (CIK 0001034760),8-K,2026-04-10,2026-04-10,0001654954-26-003410:wyy_ex11.htm,2026-04-27T22:51:04Z
atm_offering,MBOT,Microbot Medical Inc.  (MBOT)  (CIK 0000883975),8-K,2026-04-10,2026-04-10,0001493152-26-016198:ex5-1.htm,2026-04-27T22:51:04Z
atm_offering,PRSO,Peraso Inc.  (PRSO)  (CIK 0000890394),8-K,2026-04-10,2026-04-10,0001213900-26-042525:ea028566401ex5-1.htm,2026-04-27T22:51:04Z
atm_offering,PRSO,Peraso Inc.  (PRSO)  (CIK 0000890394),8-K,2026-04-10,2026-04-10,0001213900-26-042525:ea0285664-8k_peraso.htm,2026-04-27T22:51:04Z
atm_offering,,"U.S. GoldMining Inc.  (USGO, USGOW)  (CIK 0001947244)",8-K,2026-04-10,2026-04-10,0001437749-26-012070:ex_944301.htm,2026-04-27T22:51:04Z
atm_offering,,"New ERA Energy & Digital, Inc.  (NUAI, NUAIW)  (CIK 0002028336)",8-K,2026-04-10,2026-04-09,0001213900-26-042161:ea028575601ex1-1.htm,2026-04-27T22:51:04Z
atm_offering,SPIR,"Spire Global, Inc.  (SPIR)  (CIK 0001816017)",8-K,2026-04-10,2026-04-08,0001193125-26-151231:spir-ex10_1.htm,2026-04-27T22:51:04Z
atm_offering,NXXT,"NEXTNRG, INC.  (NXXT)  (CIK 0001817004)",8-K,2026-04-10,2026-04-01,0001493152-26-016197:ex10-2.htm,2026-04-27T22:51:04Z
rights_offering,,"M-tron Industries, Inc.  (MPTI, MPTI-RI)  (CIK 0001902314)",8-K,2026-04-09,2026-04-09,0001437749-26-011924:ex_943524.htm,2026-04-27T22:51:04Z
rights_offering,,"M-tron Industries, Inc.  (MPTI, MPTI-RI)  (CIK 0001902314)",8-K,2026-04-09,2026-04-09,0001437749-26-011924:mpti20260408_8k.htm,2026-04-27T22:51:04Z
rights_offering,,"Fifth Era Acquisition Corp I  (FERA, FERAR, FERAU)  (CIK 0002025401)",8-K,2026-04-09,2026-04-07,0001213900-26-041771:ea028557701ex10-2.htm,2026-04-27T22:51:04Z
pipe_financing,,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)  (CIK 0001834032)",8-K,2026-04-09,2026-04-09,0001213900-26-042083:ea028571401ex99-1.htm,2026-04-27T22:51:04Z
pipe_financing,,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)  (CIK 0001834032)",8-K,2026-04-09,2026-04-09,0001213900-26-042083:ea028571401ex10-5.htm,2026-04-27T22:51:04Z
pipe_financing,,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)  (CIK 0001834032)",8-K,2026-04-09,2026-04-09,0001213900-26-042083:ea028571401ex2-1.htm,2026-04-27T22:51:04Z
pipe_financing,,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)  (CIK 0001834032)",8-K,2026-04-09,2026-04-09,0001213900-26-042083:ea028571401ex10-2.htm,2026-04-27T22:51:04Z
pipe_financing,,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)  (CIK 0001834032)",8-K,2026-04-09,2026-04-09,0001213900-26-042083:ea0285714-8k425_constell1.htm,2026-04-27T22:51:04Z
pipe_financing,,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)  (CIK 0001834032)",8-K,2026-04-09,2026-04-09,0001213900-26-042083:ea028571401ex99-2.htm,2026-04-27T22:51:04Z
convertible_notes,CRWV,"CoreWeave, Inc.  (CRWV)  (CIK 0001769628)",8-K,2026-04-09,2026-04-09,0001193125-26-148912:d136714d8k.htm,2026-04-27T22:51:04Z
convertible_notes,AESI,Atlas Energy Solutions Inc.  (AESI)  (CIK 0001984060),8-K,2026-04-09,2026-04-06,0001140361-26-014025:ef20069949_ex10-1.htm,2026-04-27T22:51:04Z
convertible_notes,ASRT,"Assertio Holdings, Inc.  (ASRT)  (CIK 0001808665)",8-K/A,2026-04-09,2026-04-08,0001104659-26-041569:tm2611405d4_8ka.htm,2026-04-27T22:51:04Z
convertible_notes,ASRT,"Assertio Holdings, Inc.  (ASRT)  (CIK 0001808665)",8-K,2026-04-09,2026-04-08,0001104659-26-041236:tm2611405d1_8k.htm,2026-04-27T22:51:04Z
convertible_notes,ASRT,"Assertio Holdings, Inc.  (ASRT)  (CIK 0001808665)",8-K,2026-04-09,2026-04-08,0001104659-26-041236:tm2611405d1_ex2-1.htm,2026-04-27T22:51:04Z
convertible_notes,ASRT,"Assertio Holdings, Inc.  (ASRT)  (CIK 0001808665)",8-K/A,2026-04-09,2026-04-08,0001104659-26-041569:tm2611405d4_ex2-1.htm,2026-04-27T22:51:04Z
atm_offering,SUNE,"SUNation Energy, Inc.  (SUNE)  (CIK 0000022701)",8-K,2026-04-09,2026-04-08,0001213900-26-041714:ea028547701ex10-1.htm,2026-04-27T22:51:04Z
atm_offering,ANTX,"AN2 Therapeutics, Inc.  (ANTX)  (CIK 0001880438)",8-K,2026-04-09,2026-04-09,0001193125-26-149822:d127053d8k.htm,2026-04-27T22:51:04Z
atm_offering,,"OSR Holdings, Inc.  (OSRH, OSRHW)  (CIK 0001840425)",8-K,2026-04-09,2026-04-07,0001213900-26-041768:ea028555001ex10-2.htm,2026-04-27T22:51:04Z
atm_offering,,"OSR Holdings, Inc.  (OSRH, OSRHW)  (CIK 0001840425)",8-K,2026-04-09,2026-04-07,0001213900-26-041768:ea028555001ex10-3.htm,2026-04-27T22:51:04Z
atm_offering,,"Fifth Era Acquisition Corp I  (FERA, FERAR, FERAU)  (CIK 0002025401)",8-K,2026-04-09,2026-04-07,0001213900-26-041771:ea028557701ex10-2.htm,2026-04-27T22:51:04Z
atm_offering,ANTX,"AN2 Therapeutics, Inc.  (ANTX)  (CIK 0001880438)",8-K,2026-04-09,2026-04-09,0001193125-26-149822:d127053dex11.htm,2026-04-27T22:51:04Z
atm_offering,PROP,Prairie Operating Co.  (PROP)  (CIK 0001162896),8-K,2026-04-09,2026-04-08,0001140361-26-013932:ef20070147_ex10-1.htm,2026-04-27T22:51:04Z
atm_offering,BYND,"BEYOND MEAT, INC.  (BYND)  (CIK 0001655210)",8-K/A,2026-04-09,2026-03-31,0001655210-26-000027:ex991pressrelease-q4andful.htm,2026-04-27T22:51:04Z
accel_buyback,AESI,Atlas Energy Solutions Inc.  (AESI)  (CIK 0001984060),8-K,2026-04-09,2026-04-06,0001140361-26-014025:ef20069949_ex10-1.htm,2026-04-27T22:51:04Z
rights_offering,,"Ensysce Biosciences, Inc.  (ENSC, ENSCW)  (CIK 0001716947)",8-K,2026-04-08,2026-04-07,0001493152-26-015602:form8-k.htm,2026-04-27T22:51:04Z
private_placement,HURA,"TuHURA Biosciences, Inc./NV  (HURA)  (CIK 0001498382)",8-K,2026-04-08,2026-04-02,0001193125-26-147660:d131347dex991.htm,2026-04-27T22:51:04Z
pipe_financing,RMIX,"Suncrete, Inc.  (RMIX)  (CIK 0002094433)",8-K,2026-04-08,2026-04-08,0001104659-26-041017:tm2611406d1_ex99-1.htm,2026-04-27T22:51:04Z
pipe_financing,OMEX,ODYSSEY MARINE EXPLORATION INC  (OMEX)  (CIK 0000798528),8-K,2026-04-08,2026-04-08,0001193125-26-146442:d67670dex101.htm,2026-04-27T22:51:04Z
pipe_financing,OMEX,ODYSSEY MARINE EXPLORATION INC  (OMEX)  (CIK 0000798528),8-K,2026-04-08,2026-04-08,0001193125-26-146442:d67670dex992.htm,2026-04-27T22:51:04Z
convertible_notes,MIRM,"Mirum Pharmaceuticals, Inc.  (MIRM)  (CIK 0001759425)",8-K/A,2026-04-08,2026-01-23,0001759425-26-000021:mirm-20260408xex992.htm,2026-04-27T22:51:04Z
convertible_notes,APLD,Applied Digital Corp.  (APLD)  (CIK 0001144879),8-K,2026-04-08,2026-04-08,0001144879-26-000029:apldq326earningsrelease.htm,2026-04-27T22:51:04Z
atm_offering,PHIO,Phio Pharmaceuticals Corp.  (PHIO)  (CIK 0001533040),8-K,2026-04-08,2026-04-08,0001437749-26-011761:ex_942764.htm,2026-04-27T22:51:04Z
atm_offering,PHIO,Phio Pharmaceuticals Corp.  (PHIO)  (CIK 0001533040),8-K,2026-04-08,2026-04-08,0001437749-26-011761:phio20260402_8k.htm,2026-04-27T22:51:04Z
atm_offering,PHIO,Phio Pharmaceuticals Corp.  (PHIO)  (CIK 0001533040),8-K,2026-04-08,2026-04-08,0001437749-26-011761:ex_942765.htm,2026-04-27T22:51:04Z
atm_offering,FRMM,FORUM MARKETS Inc  (FRMM)  (CIK 0001690080),8-K,2026-04-08,2026-04-08,0001213900-26-041270:ea0285268-8k_forum.htm,2026-04-27T22:51:04Z
atm_offering,AEHR,AEHR TEST SYSTEMS  (AEHR)  (CIK 0001040470),8-K,2026-04-08,2026-04-08,0001654954-26-003355:aehr_8k.htm,2026-04-27T22:51:04Z
atm_offering,,"Ensysce Biosciences, Inc.  (ENSC, ENSCW)  (CIK 0001716947)",8-K,2026-04-08,2026-04-07,0001493152-26-015602:form8-k.htm,2026-04-27T22:51:04Z
atm_offering,FRMM,FORUM MARKETS Inc  (FRMM)  (CIK 0001690080),8-K,2026-04-08,2026-04-08,0001213900-26-041270:ea028526801ex10-1.htm,2026-04-27T22:51:04Z
atm_offering,AQB,AQUABOUNTY TECHNOLOGIES INC  (AQB)  (CIK 0001603978),8-K,2026-04-08,2026-04-07,0001603978-26-000036:aqb-20260407xex10_3.htm,2026-04-27T22:51:04Z
accel_buyback,,"Voya Financial, Inc.  (VOYA, VOYA-PB)  (CIK 0001535929)",8-K,2026-04-08,2026-04-08,0001535929-26-000058:voya-20260408.htm,2026-04-27T22:51:04Z
rights_offering,NXG,NXG NextGen Infrastructure Income Fund  (NXG)  (CIK 0001506488),8-K,2026-04-07,2026-04-06,0001398344-26-006200:fp0098277-1_ex992.htm,2026-04-27T22:51:04Z
rights_offering,NXG,NXG NextGen Infrastructure Income Fund  (NXG)  (CIK 0001506488),8-K,2026-04-07,2026-04-06,0001398344-26-006200:fp0098277-1_ex101.htm,2026-04-27T22:51:04Z
rights_offering,PSKY,Paramount Skydance Corp  (PSKY)  (CIK 0002041610),8-K,2026-04-07,2026-04-05,0001104659-26-040178:tm2611206d1_8k.htm,2026-04-27T22:51:04Z
rights_offering,NXG,NXG NextGen Infrastructure Income Fund  (NXG)  (CIK 0001506488),8-K,2026-04-07,2026-04-06,0001398344-26-006200:fp0098277-1_8kixbrl.htm,2026-04-27T22:51:04Z
rights_offering,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-07,2026-04-01,0001213900-26-041088:ea028511401ex99-1.htm,2026-04-27T22:51:04Z
rights_offering,NXG,NXG NextGen Infrastructure Income Fund  (NXG)  (CIK 0001506488),8-K,2026-04-07,2026-04-06,0001398344-26-006200:fp0098277-1_ex991.htm,2026-04-27T22:51:04Z
private_placement,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-07,2026-04-01,0001213900-26-041088:ea028511401ex99-1.htm,2026-04-27T22:51:04Z
private_placement,,"KIORA PHARMACEUTICALS INC  (KPRX, KPHMW)  (CIK 0001372514)",8-K,2026-04-07,2026-04-03,0001372514-26-000036:ex991-pressreleasepipeapri.htm,2026-04-27T22:51:04Z
private_placement,,"KIORA PHARMACEUTICALS INC  (KPRX, KPHMW)  (CIK 0001372514)",8-K,2026-04-07,2026-04-03,0001372514-26-000036:kprx-20260403.htm,2026-04-27T22:51:04Z
private_placement,,KPET Ultra Paceline Corp  (CIK 0002095297),8-K,2026-04-07,2026-04-01,0001213900-26-041088:ea0285114-8k_kpet.htm,2026-04-27T22:51:04Z
pipe_financing,,"Nakamoto Inc.  (NAKA, NAKAW)  (CIK 0001946573)",8-K/A,2026-04-07,2026-02-26,0001493152-26-015426:ex99-1.htm,2026-04-27T22:51:04Z
convertible_notes,RNAZ,"Transcode Therapeutics, Inc.  (RNAZ)  (CIK 0001829635)",8-K,2026-04-07,2026-04-06,0001104659-26-040171:tm2611272d1_8k.htm,2026-04-27T22:51:04Z
convertible_notes,,"Wheeler Real Estate Investment Trust, Inc.  (WHLR, WHLRD, WHLRL, WHLRP)  (CIK 00",8-K,2026-04-07,2026-04-06,0001527541-26-000091:whlr-20260406.htm,2026-04-27T22:51:04Z
convertible_notes,IRD,"Opus Genetics, Inc.  (IRD)  (CIK 0001228627)",8-K,2026-04-07,2026-04-02,0001140361-26-013394:ef20069962_ex10-1.htm,2026-04-27T22:51:04Z
convertible_notes,RNAZ,"Transcode Therapeutics, Inc.  (RNAZ)  (CIK 0001829635)",8-K,2026-04-07,2026-04-06,0001104659-26-040171:tm2611272d1_ex99-1.htm,2026-04-27T22:51:04Z
atm_offering,WGRX,"Wellgistics Health, Inc.  (WGRX)  (CIK 0002030763)",8-K,2026-04-07,2026-04-01,0001493152-26-015548:ex4-1.htm,2026-04-27T22:51:04Z
atm_offering,WGRX,"Wellgistics Health, Inc.  (WGRX)  (CIK 0002030763)",8-K,2026-04-07,2026-04-01,0001493152-26-015548:ex10-1.htm,2026-04-27T22:51:04Z
accel_buyback,LEVI,LEVI STRAUSS & CO  (LEVI)  (CIK 0000094845),8-K,2026-04-07,2026-04-07,0000094845-26-000021:exhibit991-1q2026pressrele.htm,2026-04-27T22:51:04Z
rights_offering,,"Inflection Point Acquisition Corp. VI  (IPFX, IPFXU)  (CIK 0002102041)",8-K,2026-04-06,2026-03-30,0001213900-26-040135:ea028479201ex99-1.htm,2026-04-27T22:51:04Z
rights_offering,,"QDRO Acquisition Corp.  (QADR, QADRU)  (CIK 0002083217)",8-K,2026-04-06,2026-03-26,0001213900-26-040358:ea028482801ex99-1.htm,2026-04-27T22:51:04Z
rights_offering,,Veradigm Inc.  (CIK 0001124804),8-K,2026-04-06,2026-03-31,0001193125-26-143798:d69521dex103.htm,2026-04-27T22:51:04Z
