kind,ticker,name,form,filed,accession,captured_at
reverse_merger,GNLN,"Greenlane Holdings, Inc.  (GNLN)  (CIK 0001743745)",8-K,2026-04-27,0001493152-26-019078:ex99-3.htm,2026-04-27T22:51:48Z
memorandum_understanding,,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)  (CIK 0000886163)",8-K,2026-04-27,0001193125-26-179529:d143046d8k.htm,2026-04-27T22:51:48Z
memorandum_understanding,,"XOMA Royalty Corp  (XOMA, XOMAO, XOMAP)  (CIK 0000791908)",8-K,2026-04-27,0001193125-26-179085:d139894d8k.htm,2026-04-27T22:51:48Z
memorandum_understanding,ELSE,ELECTRO SENSORS INC  (ELSE)  (CIK 0000351789),8-K/A,2026-04-27,0000897101-26-000148:a04242026_ex10-1.htm,2026-04-27T22:51:48Z
memorandum_understanding,ELSE,ELECTRO SENSORS INC  (ELSE)  (CIK 0000351789),8-K/A,2026-04-27,0000897101-26-000148:a04242026_ex2-1.htm,2026-04-27T22:51:48Z
letter_of_intent,,Aerkomm Inc.  (CIK 0001590496),8-K,2026-04-27,0001213900-26-047886:ea0287706-8k_aerkomm.htm,2026-04-27T22:51:48Z
letter_of_intent,,"Profusa, Inc.  (PFSA, NVACW)  (CIK 0001859807)",8-K,2026-04-27,0001213900-26-048039:ea028768601ex2-1.htm,2026-04-27T22:51:48Z
letter_of_intent,,"LIGAND PHARMACEUTICALS INC  (LGND, LGNDZ, LGNXZ, LGNYZ, LGNZZ)  (CIK 0000886163)",8-K,2026-04-27,0001193125-26-179529:d143046d8k.htm,2026-04-27T22:51:48Z
business_combo,,"Miluna Acquisition Corp  (MMTX, MMTXU, MMTXW)  (CIK 0002077033)",8-K,2026-04-27,0001493152-26-019055:form8-k.htm,2026-04-27T22:51:48Z
business_combo,,"Miluna Acquisition Corp  (MMTX, MMTXU, MMTXW)  (CIK 0002077033)",8-K,2026-04-27,0001493152-26-019055:ex99-1.htm,2026-04-27T22:51:48Z
reverse_merger,,"AGREE REALTY CORP  (ADC, ADC-PA)  (CIK 0000917251)",8-K,2026-04-24,0001628280-26-027250:exhibit11-8xk.htm,2026-04-27T22:51:48Z
memorandum_understanding,PEBO,PEOPLES BANCORP INC  (PEBO)  (CIK 0000318300),8-K,2026-04-24,0000318300-26-000145:exhibit21.htm,2026-04-27T22:51:48Z
memorandum_understanding,NTHI,"NEONC TECHNOLOGIES HOLDINGS, INC.  (NTHI)  (CIK 0001979414)",8-K,2026-04-24,0001829126-26-003882:neonctechnologies_ex10-1.htm,2026-04-27T22:51:48Z
letter_of_intent,AVX,AVAX ONE TECHNOLOGY LTD.  (AVX)  (CIK 0001826397),8-K,2026-04-24,0001493152-26-018940:ex99-1.htm,2026-04-27T22:51:48Z
letter_of_intent,ALTS,ALT5 Sigma Corp  (ALTS)  (CIK 0000862861),8-K,2026-04-24,0001493152-26-018994:form8-k.htm,2026-04-27T22:51:48Z
letter_of_intent,PEBO,PEOPLES BANCORP INC  (PEBO)  (CIK 0000318300),8-K,2026-04-24,0000318300-26-000145:pebo-20260424.htm,2026-04-27T22:51:48Z
business_combo,JATT,JATT II Acquisition Corp.  (JATT)  (CIK 0002112446),8-K,2026-04-24,0001213900-26-047610:ea028755501ex99-1.htm,2026-04-27T22:51:48Z
business_combo,,"Willow Lane Acquisition Corp.  (WLAC, WLACU, WLACW)  (CIK 0002032379)",8-K,2026-04-24,0001493152-26-018986:form8-k.htm,2026-04-27T22:51:48Z
business_combo,,"Inflection Point Acquisition Corp. III  (IPCX, IPCXR, IPCXU)  (CIK 0002012318)",8-K,2026-04-24,0001213900-26-047623:ea028768701ex10-2.htm,2026-04-27T22:51:48Z
memorandum_understanding,FCX,FREEPORT-MCMORAN INC  (FCX)  (CIK 0000831259),8-K,2026-04-23,0000831259-26-000021:a1q2026exhibit991.htm,2026-04-27T22:51:48Z
memorandum_understanding,AX,"Axos Financial, Inc.  (AX)  (CIK 0001299709)",8-K,2026-04-23,0001299709-26-000027:exhibit991-depositpurchase.htm,2026-04-27T22:51:48Z
business_combo,,"Athena Technology Acquisition Corp. II  (ATEK, ATEKU, ATEKW)  (CIK 0001882198)",8-K,2026-04-23,0001213900-26-047101:ea028748701ex99-1.htm,2026-04-27T22:51:48Z
business_combo,,"Athena Technology Acquisition Corp. II  (ATEK, ATEKU, ATEKW)  (CIK 0001882198)",8-K,2026-04-23,0001213900-26-047101:ea0287487-8k425_athena2.htm,2026-04-27T22:51:48Z
spac_merger,,"TLGY ACQUISITION CORP  (TLGUF, TLGWF, TLGYF)  (CIK 0001879814)",8-K,2026-04-22,0001213900-26-046647:ea0287371-8k_tlgyacq.htm,2026-04-27T22:51:48Z
spac_merger,,"TLGY ACQUISITION CORP  (TLGUF, TLGWF, TLGYF)  (CIK 0001879814)",8-K,2026-04-22,0001213900-26-046647:ea028737101ex2-1.htm,2026-04-27T22:51:48Z
reverse_merger,GNVR,Genvor Inc  (GNVR)  (CIK 0001792941),8-K,2026-04-22,0001903596-26-000160:ex10_4.htm,2026-04-27T22:51:48Z
reverse_merger,HIVE,HIVE Digital Technologies Ltd.  (HIVE)  (CIK 0001720424),8-K,2026-04-22,0001062993-26-002077:exhibit10-1.htm,2026-04-27T22:51:48Z
letter_of_intent,TPET,Trio Petroleum Corp  (TPET)  (CIK 0001898766),8-K,2026-04-22,0001493152-26-018560:form8-k.htm,2026-04-27T22:51:48Z
letter_of_intent,TPET,Trio Petroleum Corp  (TPET)  (CIK 0001898766),8-K,2026-04-22,0001493152-26-018560:ex10-2.htm,2026-04-27T22:51:48Z
business_combo,,"NewHold Investment Corp IV  (NHIV, NHIVU)  (CIK 0002099767)",8-K,2026-04-22,0001213900-26-046704:ea028709301ex99-1.htm,2026-04-27T22:51:48Z
business_combo,,"QuasarEdge Acquisition Corp  (QRED, QRED-UN)  (CIK 0002085177)",8-K,2026-04-22,0001829126-26-003763:quasaredgeacq_ex99-1.htm,2026-04-27T22:51:48Z
business_combo,,"Constellation Acquisition Corp I  (CSTAF, CSTUF, CSTWF)  (CIK 0001834032)",8-K,2026-04-22,0001213900-26-046717:ea0287386-8k425_constella1.htm,2026-04-27T22:51:48Z
