ticker,company,cik,q_current,val_current_usd,q_prior,val_prior_usd,yoy_pct,direction,filed_current,accn_current,captured_at
POCI,"PRECISION OPTICS CORPORATION, INC.",0000867840,CY2025Q4,-1780791,CY2024Q4,-969681,-83.65,LOSS,,0001683168-26-001109,2026-04-27T23:04:08Z
BG,BUNGE GLOBAL SA,0001996862,CY2025Q4,95000000,CY2024Q4,602000000,-84.22,PROFIT,,0001628280-26-009842,2026-04-27T23:04:08Z
TPCS,TECHPRECISION CORP,0001328792,CY2025Q4,-1473000,CY2024Q4,-799000,-84.36,LOSS,,0001104659-26-016459,2026-04-27T23:04:08Z
LESL,"LESLIE’S, INC.",0001821806,CY2025Q4,-82971000,CY2024Q4,-44564000,-86.18,LOSS,,0001193125-26-056080,2026-04-27T23:04:08Z
NRUC,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION,0000070502,CY2025Q4,19597000,CY2024Q4,144443000,-86.43,PROFIT,,0000070502-26-000015,2026-04-27T23:04:08Z
RGBPP,"REGEN BIOPHARMA, INC.",0001589150,CY2025Q4,-967853,CY2024Q4,-515384,-87.79,LOSS,,0001493152-26-006526,2026-04-27T23:04:08Z
DT,"Dynatrace, Inc.",0001773383,CY2025Q4,40055000,CY2024Q4,361752000,-88.93,PROFIT,,0001773383-26-000008,2026-04-27T23:04:08Z
AIRTP,"AIR T, INC.",0000353184,CY2025Q4,-2451000,CY2024Q4,-1297000,-88.97,LOSS,,0000353184-26-000016,2026-04-27T23:04:08Z
LFVN,LIFEVANTAGE CORP,0000849146,CY2025Q4,276000,CY2024Q4,2550000,-89.18,PROFIT,,0001628280-26-005428,2026-04-27T23:04:08Z
MXC,Mexco Energy Corporation,0000066418,CY2025Q4,50245,CY2024Q4,469133,-89.29,PROFIT,,0001493152-26-005981,2026-04-27T23:04:08Z
FEIM,"FREQUENCY ELECTRONICS, INC.",0000039020,CY2025Q4,1567000,CY2024Q4,15405000,-89.83,PROFIT,,0001185185-26-000893,2026-04-27T23:04:08Z
HZEN,Grayscale Horizen Trust (ZEN),0001748945,CY2025Q4,1192000,CY2024Q4,15377000,-92.25,PROFIT,,0001193125-26-104236,2026-04-27T23:04:08Z
UNG,"United States Natural Gas Fund, LP",0001376227,CY2025Q4,3703605,CY2024Q4,53733843,-93.11,PROFIT,,0001104659-26-021507,2026-04-27T23:04:08Z
ELVGD,"Elvictor Group, Inc.",0001741489,CY2025Q4,8585,CY2024Q4,125138,-93.14,PROFIT,,0001213900-26-040480,2026-04-27T23:04:08Z
RGS,Regis Corp,0000716643,CY2025Q4,456000,CY2024Q4,7645000,-94.04,PROFIT,,0000716643-26-000006,2026-04-27T23:04:08Z
CBRL,"CRACKER BARREL OLD COUNTRY STORE, INC.",0001067294,CY2025Q4,1282000,CY2024Q4,22207000,-94.23,PROFIT,,0001104659-26-023455,2026-04-27T23:04:08Z
FPS,"Forgent Power Solutions, Inc.",0002080126,CY2025Q4,246000,CY2024Q4,4593000,-94.64,PROFIT,,0002080126-26-000011,2026-04-27T23:04:08Z
HFUS,"HARTFORD CREATIVE GROUP, INC.",0001482554,CY2025Q4,6957,CY2024Q4,144015,-95.17,PROFIT,,0001493152-26-010073,2026-04-27T23:04:08Z
BCRD,"BlueOne Card, Inc.",0001496690,CY2025Q4,-397116,CY2024Q4,-202265,-96.33,LOSS,,0001493152-26-007145,2026-04-27T23:04:08Z
BBOT,"BridgeBio Oncology Therapeutics, Inc.",0001869105,CY2025Q4,-38797000,CY2024Q4,-19687000,-97.07,LOSS,,0001193125-26-093997,2026-04-27T23:04:08Z
TAAG,"THE AWARENESS GROUP, INC.",0001386044,CY2025Q4,8652,CY2024Q4,7292314,-99.88,PROFIT,,0001477932-26-002319,2026-04-27T23:04:08Z
AOSL,Alpha and Omega Semiconductor Limited,0001387467,CY2025Q4,-13293000,CY2024Q4,-6614000,-100.98,LOSS,,0001387467-26-000013,2026-04-27T23:04:08Z
CTLPP,"Cantaloupe, Inc.",0000896429,CY2025Q4,-70000,CY2024Q4,4974000,-101.41,PROFIT_TO_LOSS,,0000896429-26-000004,2026-04-27T23:04:08Z
SDCH,"SideChannel, Inc.",0001022505,CY2025Q4,-396000,CY2024Q4,-195000,-103.08,LOSS,,0001493152-26-006931,2026-04-27T23:04:08Z
SGLY,Singularity Future Technology Ltd.,0001422892,CY2025Q4,-665911,CY2024Q4,-327797,-103.15,LOSS,,0001213900-26-025031,2026-04-27T23:04:08Z
IBIO,"iBio, Inc.",0001420720,CY2025Q4,-8993000,CY2024Q4,-4364000,-106.07,LOSS,,0001420720-26-000004,2026-04-27T23:04:08Z
CSBR,"CHAMPIONS ONCOLOGY, INC.",0000771856,CY2025Q4,-279000,CY2024Q4,4495000,-106.21,PROFIT_TO_LOSS,,0001628280-26-017345,2026-04-27T23:04:08Z
IBACR,IB ACQUISITION CORP.,0001998781,CY2025Q4,-58902,CY2024Q4,907068,-106.49,PROFIT_TO_LOSS,,0001493152-26-006199,2026-04-27T23:04:08Z
WRLD,WORLD ACCEPTANCE CORP,0000108385,CY2025Q4,-911330,CY2024Q4,13388296,-106.81,PROFIT_TO_LOSS,,0000108385-26-000005,2026-04-27T23:04:08Z
JACK,JACK IN THE BOX INC.,0000807882,CY2025Q4,-2458000,CY2024Q4,33686000,-107.30,PROFIT_TO_LOSS,,0000807882-26-000042,2026-04-27T23:04:08Z
SAMG,Silvercrest Asset Management Group Inc.,0001549966,CY2025Q4,-120000,CY2024Q4,1618000,-107.42,PROFIT_TO_LOSS,,0001193125-26-108402,2026-04-27T23:04:08Z
TKO,"TKO GROUP HOLDINGS, INC.",0001973266,CY2025Q4,-2375000,CY2024Q4,31005000,-107.66,PROFIT_TO_LOSS,,0001193125-26-071651,2026-04-27T23:04:08Z
BILL,"BILL HOLDINGS, INC.",0001786352,CY2025Q4,-2588000,CY2024Q4,33548000,-107.71,PROFIT_TO_LOSS,,0001628280-26-005879,2026-04-27T23:04:08Z
HON,HONEYWELL INTERNATIONAL INC,0000773840,CY2025Q4,-115000000,CY2024Q4,1285000000,-108.95,PROFIT_TO_LOSS,,0000773840-26-000013,2026-04-27T23:04:08Z
NNE,NANO     NUCLEAR ENERGY INC.,0001923891,CY2025Q4,-6516279,CY2024Q4,-3113362,-109.30,LOSS,,0001493152-26-007105,2026-04-27T23:04:08Z
AAQL,Antiaging Quantum Living Inc.,0001672571,CY2025Q4,-272168,CY2024Q4,-129154,-110.73,LOSS,,0001493152-26-006710,2026-04-27T23:04:08Z
LION,Lionsgate Studios Corp.,0002052959,CY2025Q4,-46200000,CY2024Q4,-21900000,-110.96,LOSS,,0002052959-26-000014,2026-04-27T23:04:08Z
HMMR,HAMMER TECHNOLOGY HOLDINGS CORP.,0001539680,CY2025Q4,-152880,CY2024Q4,1375943,-111.11,PROFIT_TO_LOSS,,0001062993-26-001456,2026-04-27T23:04:08Z
ALZN,"ALZAMEND NEURO, INC.",0001677077,CY2025Q4,-2198991,CY2024Q4,-1039434,-111.56,LOSS,,0001214659-26-003166,2026-04-27T23:04:08Z
CNVS,Cineverse Corp.,0001173204,CY2025Q4,-875000,CY2024Q4,7161000,-112.22,PROFIT_TO_LOSS,,0001193125-26-055008,2026-04-27T23:04:08Z
PFLT,PENNANTPARK FLOATING RATE CAPITAL LTD.,0001504619,CY2025Q4,-3578000,CY2024Q4,28329000,-112.63,PROFIT_TO_LOSS,,0001193125-26-042778,2026-04-27T23:04:08Z
LIVE,Live Ventures Incorporated,0001045742,CY2025Q4,-64000,CY2024Q4,492000,-113.01,PROFIT_TO_LOSS,,0001628280-26-007761,2026-04-27T23:04:08Z
LGL,LGL GROUP INC,0000061004,CY2025Q4,-27000,CY2024Q4,202000,-113.37,PROFIT_TO_LOSS,,0001437749-26-010362,2026-04-27T23:04:08Z
ENR,"ENERGIZER HOLDINGS, INC.",0001632790,CY2025Q4,-3400000,CY2024Q4,22300000,-115.25,PROFIT_TO_LOSS,,0001632790-26-000038,2026-04-27T23:04:08Z
SRXH,"SRx HEALTH SOLUTIONS, INC.",0001471727,CY2025Q4,-8614000,CY2024Q4,-3983000,-116.27,LOSS,,0001493152-26-016588,2026-04-27T23:04:08Z
PZG,PARAMOUNT GOLD NEVADA CORP.,0001629210,CY2025Q4,-4426937,CY2024Q4,-2031489,-117.92,LOSS,,0001193125-26-044779,2026-04-27T23:04:08Z
AVO,"MISSION PRODUCE, INC.",0001802974,CY2025Q4,-700000,CY2024Q4,3900000,-117.95,PROFIT_TO_LOSS,,0001802974-26-000022,2026-04-27T23:04:08Z
PRKA,"Parks! America, Inc.",0001297937,CY2025Q4,-36061,CY2024Q4,193041,-118.68,PROFIT_TO_LOSS,,0001493152-26-005566,2026-04-27T23:04:08Z
IONS,"Ionis Pharmaceuticals, Inc.",0000874015,CY2025Q4,-229394000,CY2024Q4,-104349000,-119.83,LOSS,,0000874015-26-000115,2026-04-27T23:04:08Z
PLUR,PLURI INC.,0001158780,CY2025Q4,-6543000,CY2024Q4,-2956000,-121.35,LOSS,,0001213900-26-015550,2026-04-27T23:04:08Z
EURKU,Eureka Acquisition Corp,0002000410,CY2025Q4,-118289,CY2024Q4,542018,-121.82,PROFIT_TO_LOSS,,0001213900-26-014313,2026-04-27T23:04:08Z
LMMY,"Exousia Bio, Inc.",0001939937,CY2025Q4,-19083,CY2024Q4,80129,-123.82,PROFIT_TO_LOSS,,0001683168-26-001900,2026-04-27T23:04:08Z
VGES,VANGUARD GREEN INVESTMENT LIMITED,0001746119,CY2025Q4,-30132,CY2024Q4,-13420,-124.53,LOSS,,0001493152-26-010151,2026-04-27T23:04:08Z
BTOC,Armlogi Holding Corp.,0001972529,CY2025Q4,-3860182,CY2024Q4,-1659240,-132.65,LOSS,,0001213900-26-016716,2026-04-27T23:04:08Z
NEN,New England Realty Associates Limited Partnership,0000746514,CY2025Q4,-1392516,CY2024Q4,4215867,-133.03,PROFIT_TO_LOSS,,0001104659-26-027586,2026-04-27T23:04:08Z
VVV,VALVOLINE INC.,0001674910,CY2025Q4,-32800000,CY2024Q4,91600000,-135.81,PROFIT_TO_LOSS,,0001674910-26-000015,2026-04-27T23:04:08Z
RR,RICHTECH ROBOTICS INC.,0001963685,CY2025Q4,-8402000,CY2024Q4,-3548000,-136.81,LOSS,,0001213900-26-015097,2026-04-27T23:04:08Z
HZO,"MARINEMAX, INC.",0001057060,CY2025Q4,-7926000,CY2024Q4,18066000,-143.87,PROFIT_TO_LOSS,,0001193125-26-029291,2026-04-27T23:04:08Z
UUU,"UNIVERSAL SAFETY PRODUCTS, INC.",0000102109,CY2025Q4,-2287174,CY2024Q4,-936639,-144.19,LOSS,,0001104659-26-017568,2026-04-27T23:04:08Z
LUCK,LUCKY STRIKE ENTERTAINMENT CORPORATION,0001840572,CY2025Q4,-12656000,CY2024Q4,28307000,-144.71,PROFIT_TO_LOSS,,0001628280-26-005456,2026-04-27T23:04:08Z
BNO,"United States Brent Oil Fund, LP",0001472494,CY2025Q4,-5496268,CY2024Q4,12241895,-144.90,PROFIT_TO_LOSS,,0001104659-26-021521,2026-04-27T23:04:08Z
TRNS,"Transcat, Inc.",0000099302,CY2025Q4,-1101000,CY2024Q4,2357000,-146.71,PROFIT_TO_LOSS,,0001437749-26-002800,2026-04-27T23:04:08Z
STWI,STAGEWISE STRATEGIES CORP.,0001999261,CY2025Q4,-14243,CY2024Q4,27700,-151.42,PROFIT_TO_LOSS,,0001999261-26-000002,2026-04-27T23:04:08Z
LDDD,LONGDUODUO COMPANY LIMITED,0001892316,CY2025Q4,-258495,CY2024Q4,463697,-155.75,PROFIT_TO_LOSS,,0001213900-26-013420,2026-04-27T23:04:08Z
USO,"United States Oil Fund, LP",0001327068,CY2025Q4,-55462540,CY2024Q4,96345125,-157.57,PROFIT_TO_LOSS,,0001104659-26-021501,2026-04-27T23:04:08Z
VNOV,VitaNova Life Sciences Corporation,0001699709,CY2025Q4,-44362,CY2024Q4,72978,-160.79,PROFIT_TO_LOSS,,0001683168-26-001858,2026-04-27T23:04:08Z
DOGP,"DOGECOIN CASH, INC.",0001360442,CY2025Q4,-2462690,CY2024Q4,-925786,-166.01,LOSS,,0001096906-26-000391,2026-04-27T23:04:08Z
UGA,"United States Gasoline Fund, LP",0001396878,CY2025Q4,-5193815,CY2024Q4,7217735,-171.96,PROFIT_TO_LOSS,,0001104659-26-021515,2026-04-27T23:04:08Z
MGSD,"MAITONG SUNSHINE CULTURAL DEVELOPMENT CO., LIMITED",0002003750,CY2025Q4,-120601,CY2024Q4,166993,-172.22,PROFIT_TO_LOSS,,0001213900-26-018584,2026-04-27T23:04:08Z
DJCO,DAILY JOURNAL CORPORATION,0000783412,CY2025Q4,-7977000,CY2024Q4,10895000,-173.22,PROFIT_TO_LOSS,,0001437749-26-004226,2026-04-27T23:04:08Z
NEWH,"NEWHYDROGEN, INC.",0001371128,CY2025Q4,-1265049,CY2024Q4,-462779,-173.36,LOSS,,0001493152-26-018998,2026-04-27T23:04:08Z
EZBC,Franklin Templeton Digital Holdings Trust,0001992870,CY2025Q4,-157113079,CY2024Q4,213884584,-173.46,PROFIT_TO_LOSS,,0001140361-26-005787,2026-04-27T23:04:08Z
GXLM,Grayscale Stellar Lumens Trust (XLM),0001761325,CY2025Q4,-19890000,CY2024Q4,26963000,-173.77,PROFIT_TO_LOSS,,0001193125-26-104245,2026-04-27T23:04:08Z
GTAO,Grayscale Bittensor Trust (TAO),0002029297,CY2025Q4,-3404000,CY2024Q4,-1241000,-174.29,LOSS,,0001193125-26-104209,2026-04-27T23:04:08Z
FSK,FS KKR Capital Corp.,0001422183,CY2025Q4,-114000000,CY2024Q4,147000000,-177.55,PROFIT_TO_LOSS,,0001628280-26-011734,2026-04-27T23:04:08Z
TNDM,"Tandem Diabetes Care, Inc.",0001438133,CY2025Q4,-589000,CY2024Q4,755000,-178.01,PROFIT_TO_LOSS,,0001438133-26-000010,2026-04-27T23:04:08Z
NMEX,NORTHERN MINERALS & EXPLORATION LTD.,0001415744,CY2025Q4,-110057,CY2024Q4,-39335,-179.79,LOSS,,0001437749-26-008476,2026-04-27T23:04:08Z
NMTC,NeuroOne Medical Technologies Corporation,0001500198,CY2025Q4,-1437890,CY2024Q4,1785322,-180.54,PROFIT_TO_LOSS,,0001213900-26-016860,2026-04-27T23:04:08Z
FLYE,"Fly-E Group, Inc.",0001975940,CY2025Q4,-1923440,CY2024Q4,-684487,-181.00,LOSS,,0001213900-26-046242,2026-04-27T23:04:08Z
ARKB,ARK 21Shares Bitcoin ETF,0001869699,CY2025Q4,-1150044000,CY2024Q4,1410156000,-181.55,PROFIT_TO_LOSS,,0001213900-26-021831,2026-04-27T23:04:08Z
CVAT,"Cavitation Technologies, Inc.",0001376793,CY2025Q4,-476000,CY2024Q4,579000,-182.21,PROFIT_TO_LOSS,,0001683168-26-001098,2026-04-27T23:04:08Z
USL,"United States 12 Month Oil Fund, LP",0001405528,CY2025Q4,-2499311,CY2024Q4,2941456,-184.97,PROFIT_TO_LOSS,,0001104659-26-021509,2026-04-27T23:04:08Z
ATEX,Anterix Inc.,0001304492,CY2025Q4,-6601000,CY2024Q4,7710000,-185.62,PROFIT_TO_LOSS,,0001304492-26-000010,2026-04-27T23:04:08Z
LTCN,Grayscale Litecoin Trust (LTC),0001732406,CY2025Q4,-61694000,CY2024Q4,68103000,-190.59,PROFIT_TO_LOSS,,0001193125-26-039376,2026-04-27T23:04:08Z
PTN,"PALATIN TECHNOLOGIES, INC.",0000911216,CY2025Q4,-7263861,CY2024Q4,-2442482,-197.40,LOSS,,0001493152-26-006969,2026-04-27T23:04:08Z
SKKY,"SKKYNET CLOUD SYSTEMS, INC.",0001546853,CY2025Q4,-226509,CY2024Q4,229063,-198.89,PROFIT_TO_LOSS,,0001477932-26-001399,2026-04-27T23:04:08Z
IRWD,"IRONWOOD PHARMACEUTICALS, INC.",0001446847,CY2025Q4,-2276000,CY2024Q4,2256000,-200.89,PROFIT_TO_LOSS,,0001104659-26-020489,2026-04-27T23:04:08Z
ELRE,Yinfu Gold Corporation,0001438461,CY2025Q4,-33043,CY2024Q4,-10908,-202.92,LOSS,,0001640334-26-000358,2026-04-27T23:04:08Z
MBUU,"MALIBU BOATS, INC.",0001590976,CY2025Q4,-2462000,CY2024Q4,2363000,-204.19,PROFIT_TO_LOSS,,0001590976-26-000007,2026-04-27T23:04:08Z
LMNR,LIMONEIRA COMPANY,0001342423,CY2025Q4,-9427000,CY2024Q4,-3074000,-206.67,LOSS,,0001342423-26-000013,2026-04-27T23:04:08Z
ETHE,Grayscale Ethereum Staking ETF,0001725210,CY2025Q4,-1226343000,CY2024Q4,1142853000,-207.31,PROFIT_TO_LOSS,,0001193125-26-071965,2026-04-27T23:04:08Z
LBUY,"LEAFBUYER TECHNOLOGIES, INC.",0001643721,CY2025Q4,-80638,CY2024Q4,74815,-207.78,PROFIT_TO_LOSS,,0001477932-26-000819,2026-04-27T23:04:08Z
AEHR,AEHR TEST SYSTEMS,0001040470,CY2025Q4,-3230000,CY2024Q4,-1028000,-214.20,LOSS,,0001654954-26-000266,2026-04-27T23:04:08Z
MOD,MODINE MANUFACTURING CO,0000067347,CY2025Q4,-47400000,CY2024Q4,41000000,-215.61,PROFIT_TO_LOSS,,0001104659-26-010790,2026-04-27T23:04:08Z
GEOS,GEOSPACE TECHNOLOGIES CORP,0001001115,CY2025Q4,-9765000,CY2024Q4,8376000,-216.58,PROFIT_TO_LOSS,,0001437749-26-003977,2026-04-27T23:04:08Z
KRUS,"KURA SUSHI USA, INC.",0001772177,CY2025Q4,-3060000,CY2024Q4,-961000,-218.42,LOSS,,0001193125-26-145622,2026-04-27T23:04:08Z
GTLL,"GLOBAL TECHNOLOGIES, LTD",0000932021,CY2025Q4,-144760,CY2024Q4,-45195,-220.30,LOSS,,0001493152-26-012205,2026-04-27T23:04:08Z
MAYS,MAYS J W INC,0000054187,CY2025Q4,-508960,CY2024Q4,-157681,-222.78,LOSS,,0001206774-26-000137,2026-04-27T23:04:08Z
KREF-PA,KKR Real Estate Finance Trust Inc.,0001631596,CY2025Q4,-26242000,CY2024Q4,20255000,-229.56,PROFIT_TO_LOSS,,0001628280-26-005092,2026-04-27T23:04:08Z
SRGZ,Star Gold Corp.,0001401835,CY2025Q4,-180986,CY2024Q4,-54724,-230.73,LOSS,,0001437749-26-008386,2026-04-27T23:04:08Z
CNBX,CNBX PHARMACEUTICALS INC.,0001343009,CY2025Q4,-113719,CY2024Q4,-34352,-231.04,LOSS,,0001683168-26-000285,2026-04-27T23:04:08Z
OTLK,"OUTLOOK THERAPEUTICS, INC.",0001649989,CY2025Q4,-23058135,CY2024Q4,17377614,-232.69,PROFIT_TO_LOSS,,0001104659-26-016554,2026-04-27T23:04:08Z
HIVE,HIVE Digital Technologies Ltd.,0001720424,CY2025Q4,-91327000,CY2024Q4,68160000,-233.99,PROFIT_TO_LOSS,,0001062993-26-000943,2026-04-27T23:04:08Z
CIIT,"TIANCI INTERNATIONAL, INC.",0001557798,CY2025Q4,-399898,CY2024Q4,-113351,-252.80,LOSS,,0001683168-26-001736,2026-04-27T23:04:08Z
CLSKW,"CleanSpark, Inc.",0000827876,CY2025Q4,-378711000,CY2024Q4,246791000,-253.45,PROFIT_TO_LOSS,,0001193125-26-039538,2026-04-27T23:04:08Z
ROIV,ROIVANT SCIENCES LTD.,0001635088,CY2025Q4,-265891000,CY2024Q4,169381000,-256.98,PROFIT_TO_LOSS,,0001635088-26-000011,2026-04-27T23:04:08Z
LPTH,LIGHTPATH TECHNOLOGIES INC,0000889971,CY2025Q4,-9405409,CY2024Q4,-2611997,-260.08,LOSS,,0001437749-26-003809,2026-04-27T23:04:08Z
RDZNW,ROADZEN INC.,0001868640,CY2025Q4,-9148437,CY2024Q4,-2517690,-263.37,LOSS,,0001493152-26-006450,2026-04-27T23:04:08Z
HSCT,HOOPS SCOUTING USA,0001721056,CY2025Q4,-21553,CY2024Q4,-5861,-267.74,LOSS,,0001477932-26-000508,2026-04-27T23:04:08Z
HELE,HELEN OF TROY LIMITED,0000916789,CY2025Q4,-84056000,CY2024Q4,49616000,-269.41,PROFIT_TO_LOSS,,0000916789-26-000009,2026-04-27T23:04:08Z
AMWD,American Woodmark Corp,0000794619,CY2025Q4,-28715000,CY2024Q4,16571000,-273.28,PROFIT_TO_LOSS,,0000794619-26-000005,2026-04-27T23:04:08Z
HP,"HELMERICH & PAYNE, INC.",0000046765,CY2025Q4,-96706000,CY2024Q4,54772000,-276.56,PROFIT_TO_LOSS,,0000046765-26-000012,2026-04-27T23:04:08Z
ATXG,ADDENTAX GROUP CORP.,0001650101,CY2025Q4,-4196222,CY2024Q4,-1085721,-286.49,LOSS,,0001493152-26-006571,2026-04-27T23:04:08Z
PFXNZ,PHENIXFIN CORPORATION,0001490349,CY2025Q4,-4770176,CY2024Q4,2464157,-293.58,PROFIT_TO_LOSS,,0001213900-26-013689,2026-04-27T23:04:08Z
LRDC,"Laredo Oil, Inc.",0001442492,CY2025Q4,-3311114,CY2024Q4,-815720,-305.91,LOSS,,0001199835-26-000107,2026-04-27T23:04:08Z
HLEO,HELIO CORPORATION,0001953988,CY2025Q4,-3733728,CY2024Q4,-919142,-306.22,LOSS,,0001213900-26-035941,2026-04-27T23:04:08Z
MINR,MINERVA GOLD INC.,0001854816,CY2025Q4,-19295,CY2024Q4,-4668,-313.35,LOSS,,0001477932-26-000276,2026-04-27T23:04:08Z
OPK,"OPKO Health, Inc.",0000944809,CY2025Q4,-31257000,CY2024Q4,14027000,-322.83,PROFIT_TO_LOSS,,0001193125-26-076596,2026-04-27T23:04:08Z
CC,The Chemours Company,0001627223,CY2025Q4,-47000000,CY2024Q4,-11000000,-327.27,LOSS,,0001193125-26-065201,2026-04-27T23:04:08Z
LDXC,LONDAX CORP.,0001985554,CY2025Q4,-28442,CY2024Q4,12453,-328.39,PROFIT_TO_LOSS,,0001683168-26-002705,2026-04-27T23:04:08Z
CAG,"CONAGRA BRANDS, INC.",0000023217,CY2025Q4,-663600000,CY2024Q4,284500000,-333.25,PROFIT_TO_LOSS,,0001104659-26-038548,2026-04-27T23:04:08Z
ZS,"ZSCALER, INC.",0001713683,CY2025Q4,-34312000,CY2024Q4,-7724000,-344.23,LOSS,,0001713683-26-000048,2026-04-27T23:04:08Z
ATHR,"Aether Holdings, Inc.",0002026353,CY2025Q4,-1297237,CY2024Q4,-284989,-355.19,LOSS,,0001493152-26-007146,2026-04-27T23:04:08Z
ALDS,"APPLIFE DIGITAL SOLUTIONS, INC.",0001755101,CY2025Q4,-998866,CY2024Q4,-218755,-356.61,LOSS,,0001096906-26-000214,2026-04-27T23:04:08Z
SRPT,"Sarepta Therapeutics, Inc.",0000873303,CY2025Q4,-412226000,CY2024Q4,159049000,-359.18,PROFIT_TO_LOSS,,0001193125-26-084144,2026-04-27T23:04:08Z
CYDY,CYTODYN INC.,0001175680,CY2025Q4,-22607000,CY2024Q4,-4768000,-374.14,LOSS,,0001104659-26-046921,2026-04-27T23:04:08Z
FC,FRANKLIN COVEY CO.,0000886206,CY2025Q4,-3289000,CY2024Q4,1181000,-378.49,PROFIT_TO_LOSS,,0001193125-26-008932,2026-04-27T23:04:08Z
EZET,FRANKLIN ETHEREUM TRUST,0002011535,CY2025Q4,-24520801,CY2024Q4,8501878,-388.42,PROFIT_TO_LOSS,,0001140361-26-005778,2026-04-27T23:04:08Z
UNL,"United States 12 Month Natural Gas Fund, LP",0001405513,CY2025Q4,-1424526,CY2024Q4,476681,-398.84,PROFIT_TO_LOSS,,0001104659-26-023411,2026-04-27T23:04:08Z
FOXXW,Foxx Development Holdings Inc.,0002013807,CY2025Q4,-4285914,CY2024Q4,1424146,-400.95,PROFIT_TO_LOSS,,0001213900-26-016441,2026-04-27T23:04:08Z
TFX,TELEFLEX INCORPORATED,0000096943,CY2025Q4,-714329000,CY2024Q4,-136656000,-422.72,LOSS,,0000096943-26-000019,2026-04-27T23:04:08Z
TTSH,"TILE SHOP HOLDINGS, INC.",0001552800,CY2025Q4,-3444000,CY2024Q4,-628000,-448.41,LOSS,,0001552800-26-000006,2026-04-27T23:04:08Z
NEOVW,"NeoVolta, Inc.",0001748137,CY2025Q4,-5538799,CY2024Q4,-971137,-470.34,LOSS,,0001683168-26-001018,2026-04-27T23:04:08Z
USBC,"USBC, INC.",0001074828,CY2025Q4,-27455848,CY2024Q4,-4665508,-488.49,LOSS,,0001654954-26-002725,2026-04-27T23:04:08Z
LUVU,"Luvu Brands, Inc.",0001374567,CY2025Q4,-765000,CY2024Q4,193000,-496.37,PROFIT_TO_LOSS,,0001654954-26-001250,2026-04-27T23:04:08Z
JCTC,JEWETT-CAMERON TRADING COMPANY LTD.,0000885307,CY2025Q4,-3944139,CY2024Q4,-658717,-498.76,LOSS,,0001079973-26-000083,2026-04-27T23:04:08Z
UPYY,"UPAY, Inc.",0001677897,CY2025Q4,-1032123,CY2024Q4,-159184,-548.38,LOSS,,0001575872-26-000025,2026-04-27T23:04:08Z
CMCWF,PIERMONT VALLEY ACQUISITION CORP.,0001865248,CY2025Q4,-229481,CY2024Q4,-33638,-582.21,LOSS,,0001477932-26-000912,2026-04-27T23:04:08Z
BNBX,BNB Plus Corp.,0000744452,CY2025Q4,-18593563,CY2024Q4,-2639412,-604.46,LOSS,,0001104659-26-014324,2026-04-27T23:04:08Z
IREN,IREN Limited,0001878848,CY2025Q4,-155407000,CY2024Q4,-21888000,-610.01,LOSS,,0001878848-26-000015,2026-04-27T23:04:08Z
MSS,MAISON SOLUTIONS INC.,0001892292,CY2025Q4,-5214676,CY2024Q4,1011763,-615.40,PROFIT_TO_LOSS,,0001213900-26-029204,2026-04-27T23:04:08Z
PPCB,"PROPANC BIOPHARMA, INC.",0001517681,CY2025Q4,-3091394,CY2024Q4,-430183,-618.62,LOSS,,0001493152-26-016228,2026-04-27T23:04:08Z
COTY,COTY INC.,0001024305,CY2025Q4,-123600000,CY2024Q4,23700000,-621.52,PROFIT_TO_LOSS,,0001024305-26-000014,2026-04-27T23:04:08Z
VIAV,Viavi Solutions Inc.,0000912093,CY2025Q4,-48100000,CY2024Q4,9100000,-628.57,PROFIT_TO_LOSS,,0001628280-26-004138,2026-04-27T23:04:08Z
ARAY,ACCURAY INCORPORATED,0001138723,CY2025Q4,-13770000,CY2024Q4,2537000,-642.77,PROFIT_TO_LOSS,,0001437749-26-004221,2026-04-27T23:04:08Z
ELME,ELME COMMUNITIES,0000104894,CY2025Q4,-22407000,CY2024Q4,-3015000,-643.18,LOSS,,0000104894-26-000011,2026-04-27T23:04:08Z
GDSTW,GOLDENSTONE ACQUISITION LIMITED,0001858007,CY2025Q4,-108214,CY2024Q4,18240,-693.28,PROFIT_TO_LOSS,,0001213900-26-019454,2026-04-27T23:04:08Z
KOSS,KOSS CORPORATION,0000056701,CY2025Q4,-565407,CY2024Q4,94142,-700.59,PROFIT_TO_LOSS,,0000056701-26-000008,2026-04-27T23:04:08Z
USDW,MADE IN USA INC.,0001977837,CY2025Q4,-2512,CY2024Q4,-303,-729.04,LOSS,,0001683168-26-000195,2026-04-27T23:04:08Z
INBP,"INTEGRATED BIOPHARMA, INC.",0001016504,CY2025Q4,-762000,CY2024Q4,116000,-756.90,PROFIT_TO_LOSS,,0001437749-26-003803,2026-04-27T23:04:08Z
NGTF,"NIGHTFOOD HOLDINGS, INC.",0001593001,CY2025Q4,-4288320,CY2024Q4,-479605,-794.14,LOSS,,0001493152-26-007743,2026-04-27T23:04:08Z
UMEW,UMeWorld Inc.,0001114936,CY2025Q4,-138727,CY2024Q4,-14710,-843.08,LOSS,,0001477932-26-000998,2026-04-27T23:04:08Z
