filed_utc,kind,title,link,summary
2026-04-27T21:43:01Z,press,'My husband might give up work to care for our kids' - nursery bills in Wales highest in Britain,https://www.bbc.com/news/articles/c86e6g6989qo?at_medium=RSS&at_campaign=rss,Parents in Wales say the cost of childcare is one of their biggest worries ahead of the election.
2026-04-27T20:30:52Z,energy,Oil prices rise as US-Iran peace talks stall,https://www.bbc.com/news/articles/c15d57pv925o?at_medium=RSS&at_campaign=rss,President Trump said the US had cancelled plans to send a team to Pakistan for negotiations.
2026-04-27T18:44:10Z,press,"European flight prices are falling in short term, Wizz Air boss says",https://www.bbc.com/news/articles/c3exel4p1yqo?at_medium=RSS&at_campaign=rss,"While many airlines say they are raising prices due to high fuel costs, József Váradi says European airlines are trying to boost demand"
2026-04-27T18:44:10Z,press,"European flight prices are falling in short term, Wizz Air boss says",https://www.bbc.com/news/articles/c3exel4p1yqo?at_medium=RSS&at_campaign=rss,"While many airlines say they are raising prices due to high fuel costs, József Váradi says European airlines are trying to boost demand"
2026-04-27T16:48:46Z,press,Greggs removes cabinets in shoplifting hotspots,https://www.bbc.com/news/articles/c8dldv4lqygo?at_medium=RSS&at_campaign=rss,Greggs is removing display cabinets in London stores that have been most severely hit by shoplifters.
2026-04-27T16:36:50Z,labor,"Claire's closes all 154 stores in UK and Ireland with loss of 1,300 jobs",https://www.bbc.com/news/articles/cg4047qnpk2o?at_medium=RSS&at_campaign=rss,All of the chain's standalone stores have stopped trading in the UK and Ireland.
2026-04-27T16:36:50Z,labor,"Claire's closes all 154 stores in UK and Ireland with loss of 1,300 jobs",https://www.bbc.com/news/articles/cg4047qnpk2o?at_medium=RSS&at_campaign=rss,All of the chain's standalone stores have stopped trading in the UK and Ireland.
2026-04-27T16:25:51Z,press,Superdry co-founder accused of raping woman,https://www.bbc.com/news/articles/cly7yevvl2wo?at_medium=RSS&at_campaign=rss,"James Holder, 54, is accused of raping the woman after a night out in 2022, but denies the charges."
2026-04-27T14:43:04Z,press,Which airlines are cancelling flights to the UK - and what can you do?,https://www.bbc.com/news/articles/cr41yel6v4eo?at_medium=RSS&at_campaign=rss,Airlines are putting up prices and cancelling flights in response to higher jet fuel prices.
2026-04-27T14:43:04Z,press,Which airlines are cancelling flights to the UK - and what can you do?,https://www.bbc.com/news/articles/cr41yel6v4eo?at_medium=RSS&at_campaign=rss,Airlines are putting up prices and cancelling flights in response to higher jet fuel prices.
