filed_utc,kind,title,link,summary
2026-04-24T16:08:59Z,depot,Trailblazing AMC data leader retires after 40 years of service,https://www.army.mil/article/291953/trailblazing_amc_data_leader_retires_after_40_years_of_service,"REDSTONE ARSENAL, Ala. – Army Materiel Command’s first chief data and analytics officer, Dr. Chris Hill, is retiring after a combined 40 years of milita..."
2026-04-21T21:47:28Z,depot,"Red River, Texas A&M Forest Service hosts ninth annual Wildland Fire Training",https://www.army.mil/article/291888/red_river_texas_am_forest_service_hosts_ninth_annual_wildland_fire_training,"RED RIVER ARMY DEPOT, Texas — Approximately 35 students and instructors gathered at Red River Army Depot’s Elliott Lake from March 2–6 for the annual Wi..."
2026-04-21T16:02:53Z,press,"Soldiers, Families celebrate opening of Fort Carson's Stack House Bistro",https://www.army.mil/article/291866/soldiers_families_celebrate_opening_of_fort_carsons_stack_house_bistro,"FORT CARSON, Colo. — Soldiers and families at Fort Carson now have a new place to grab a meal, as the installation celebrated the grand opening of Stack..."
2026-04-20T21:14:12Z,depot,"Red River highlights advanced manufacturing, OIB capabilities during AMC visit",https://www.army.mil/article/291844/red_river_highlights_advanced_manufacturing_oib_capabilities_during_amc_visit,"RED RIVER ARMY DEPOT, Texas – Lt. Gen. Gavin A. Lawrence, deputy commanding general of Army Materiel Command, visited Red River Army Depot for the first..."
2026-04-15T14:47:46Z,depot,State grant to boost advanced manufacturing at Red River,https://www.army.mil/article/291752/state_grant_to_boost_advanced_manufacturing_at_red_river,"RED RIVER ARMY DEPOT, Texas — The Ark‑Tex Council of Governments (ATCOG) has secured a $5 million Defense Economic Adjustment Assistance Grant (DEAAG) f..."
2026-04-13T17:43:07Z,depot,"AMC charts path for agile sustainment, data-driven future",https://www.army.mil/article/291700/amc_charts_path_for_agile_sustainment_data_driven_future,"REDSTONE ARSENAL, Ala. – Army Materiel Command leaders set the strategic vision and way ahead for the Army Sustainment Enterprise to become more agile a..."
2026-04-10T16:32:37Z,workforce,Looking Forward: Takeaways from the Army’s first Campus-Style Dining Venue,https://www.army.mil/article/291678/looking_forward_takeaways_from_the_armys_first_campus_style_dining_venue,The Army is continuing to improve how it feeds its Soldiers through the roll-out of the Campus-Style Dining Venue (CSDV) pilot.
2026-04-10T16:19:27Z,workforce,Army seeks additional proposals for Campus-Style Dining Venue expansion,https://www.army.mil/article/291677/army_seeks_additional_proposals_for_campus_style_dining_venue_expansion,The Army released its third request for proposal April 9 to broaden the Campus-Style Dining Venue pilot.
2026-04-08T19:19:52Z,depot,5 ways AMC is transforming how the Army sustains the fight,https://www.army.mil/article/291619/5_ways_amc_is_transforming_how_the_army_sustains_the_fight,"REDSTONE ARSENAL, Ala. – Army Materiel Command isn’t just talking about transformation anymore, it’s delivering it. From the factories to the tactical e..."
2026-04-02T20:24:19Z,depot,Community exercise supports PBA mission,https://www.army.mil/article/291540/community_exercise_supports_pba_mission,The City of White Hall and Pine Bluff Arsenal conducted a Pine Bluff Arsenal Military Installation Readiness Review tabletop exercise April 1 at the Whi...
